id,type
4378,company
4379,movie
4380,movie
4381,place
4382,movie
4383,drug
4384,movie
4385,company
4386,movie
4387,person
4388,drug
4389,person
4390,place
4391,drug
4392,drug
4393,company
4394,place
4395,person
4396,person
4397,company
4398,movie
4399,person
4400,movie
4401,drug
4402,place
4403,company
4404,person
4405,drug
4406,place
4407,place
4408,company
4409,company
4410,company
4411,place
4412,place
4413,drug
4414,person
4415,movie
4416,drug
4417,drug
4418,movie
4419,movie
4420,movie
4421,place
4422,drug
4423,place
4424,drug
4425,place
4426,company
4427,movie
4428,place
4429,place
4430,company
4431,company
4432,company
4433,place
4434,company
4435,drug
4436,company
4437,drug
4438,place
4439,company
4440,drug
4441,drug
4442,drug
4443,drug
4444,place
4445,company
4446,company
4447,person
4448,movie
4449,person
4450,place
4451,place
4452,movie
4453,movie
4454,movie
4455,movie
4456,person
4457,company
4458,person
4459,person
4460,place
4461,company
4462,person
4463,movie
4464,movie
4465,movie
4466,place
4467,drug
4468,place
4469,movie
4470,movie
4471,person
4472,movie
4473,movie
4474,person
4475,movie
4476,person
4477,movie
4478,company
4479,movie
4480,movie
4481,drug
4482,movie
4483,drug
4484,person
4485,person
4486,drug
4487,company
4488,movie
4489,person
4490,drug
4491,person
4492,movie
4493,movie
4494,person
4495,movie
4496,place
4497,person
4498,drug
4499,place
4500,drug
4501,drug
4502,person
4503,person
4504,person
4505,company
4506,person
4507,movie
4508,movie
4509,place
4510,movie
4511,movie
4512,company
4513,movie
4514,place
4515,person
4516,place
4517,drug
4518,drug
4519,movie
4520,person
4521,movie
4522,drug
4523,movie
4524,person
4525,company
4526,drug
4527,movie
4528,movie
4529,drug
4530,person
4531,place
4532,company
4533,place
4534,place
4535,place
4536,drug
4537,drug
4538,movie
4539,place
4540,company
4541,movie
4542,movie
4543,place
4544,person
4545,drug
4546,place
4547,company
4548,person
4549,person
4550,person
4551,movie
4552,place
4553,movie
4554,movie
4555,place
4556,place
4557,movie
4558,drug
4559,company
4560,person
4561,person
4562,drug
4563,person
4564,movie
4565,drug
4566,movie
4567,movie
4568,movie
4569,place
4570,drug
4571,company
4572,drug
4573,drug
4574,place
4575,movie
4576,person
4577,movie
4578,person
4579,drug
4580,movie
4581,person
4582,company
4583,place
4584,movie
4585,movie
4586,movie
4587,person
4588,place
4589,drug
4590,movie
4591,person
4592,movie
4593,company
4594,place
4595,place
4596,movie
4597,place
4598,drug
4599,movie
4600,person
4601,person
4602,movie
4603,company
4604,drug
4605,drug
4606,person
4607,person
4608,drug
4609,person
4610,place
4611,movie
4612,drug
4613,person
4614,drug
4615,place
4616,person
4617,drug
4618,company
4619,movie
4620,movie
4621,movie
4622,drug
4623,drug
4624,company
4625,company
4626,movie
4627,company
4628,company
4629,drug
4630,place
4631,movie
4632,drug
4633,drug
4634,movie
4635,place
4636,person
4637,drug
4638,drug
4639,person
4640,place
4641,place
4642,company
4643,person
4644,place
4645,place
4646,place
4647,company
4648,movie
4649,movie
4650,company
4651,person
4652,place
4653,person
4654,place
4655,place
4656,place
4657,drug
4658,person
4659,movie
4660,place
4661,drug
4662,drug
4663,movie
4664,drug
4665,drug
4666,person
4667,drug
4668,place
4669,drug
4670,movie
4671,drug
4672,place
4673,drug
4674,company
4675,movie
4676,movie
4677,drug
4678,movie
4679,person
4680,drug
4681,drug
4682,movie
4683,movie
4684,place
4685,company
4686,movie
4687,movie
4688,drug
4689,place
4690,movie
4691,person
4692,person
4693,drug
4694,company
4695,movie
4696,drug
4697,movie
4698,drug
4699,drug
4700,person
4701,drug
4702,drug
4703,place
4704,place
4705,drug
4706,place
4707,movie
4708,movie
4709,company
4710,drug
4711,company
4712,movie
4713,person
4714,drug
4715,drug
4716,place
4717,person
4718,movie
4719,person
4720,company
4721,movie
4722,movie
4723,person
4724,movie
4725,place
4726,drug
4727,person
4728,company
4729,company
4730,place
4731,drug
4732,company
4733,drug
4734,person
4735,movie
4736,drug
4737,person
4738,place
4739,movie
4740,drug
4741,place
4742,drug
4743,company
4744,movie
4745,drug
4746,drug
4747,movie
4748,movie
4749,company
4750,company
4751,place
4752,place
4753,person
4754,person
4755,place
4756,movie
4757,place
4758,place
4759,movie
4760,company
4761,person
4762,movie
4763,drug
4764,person
4765,person
4766,movie
4767,person
4768,place
4769,drug
4770,movie
4771,person
4772,drug
4773,company
4774,place
4775,movie
4776,place
4777,person
4778,place
4779,movie
4780,company
4781,place
4782,company
4783,place
4784,person
4785,person
4786,drug
4787,person
4788,drug
4789,company
4790,person
4791,drug
4792,drug
4793,drug
4794,person
4795,drug
4796,movie
4797,person
4798,movie
4799,person
4800,drug
4801,person
4802,drug
4803,drug
4804,movie
4805,movie
4806,drug
4807,movie
4808,company
4809,person
4810,place
4811,person
4812,drug
4813,drug
4814,movie
4815,movie
4816,movie
4817,person
4818,drug
4819,place
4820,drug
4821,movie
4822,person
4823,movie
4824,movie
4825,drug
4826,place
4827,person
4828,place
4829,movie
4830,person
4831,person
4832,movie
4833,place
4834,place
4835,drug
4836,drug
4837,drug
4838,person
4839,drug
4840,person
4841,drug
4842,drug
4843,place
4844,place
4845,drug
4846,movie
4847,movie
4848,company
4849,movie
4850,movie
4851,drug
4852,place
4853,person
4854,person
4855,drug
4856,company
4857,person
4858,drug
4859,drug
4860,movie
4861,movie
4862,place
4863,company
4864,person
4865,company
4866,drug
4867,drug
4868,person
4869,person
4870,movie
4871,movie
4872,drug
4873,drug
4874,person
4875,movie
4876,movie
4877,movie
4878,place
4879,movie
4880,movie
4881,drug
4882,person
4883,drug
4884,drug
4885,drug
4886,drug
4887,movie
4888,person
4889,drug
4890,movie
4891,place
4892,movie
4893,drug
4894,person
4895,movie
4896,person
4897,person
4898,movie
4899,person
4900,drug
4901,place
4902,drug
4903,drug
4904,movie
4905,drug
4906,company
4907,company
4908,person
4909,person
4910,movie
4911,place
4912,person
4913,place
4914,company
4915,movie
4916,movie
4917,person
4918,company
4919,place
4920,movie
4921,drug
4922,movie
4923,movie
4924,place
4925,movie
4926,place
4927,movie
4928,place
4929,company
4930,place
4931,place
4932,drug
4933,company
4934,person
4935,place
4936,drug
4937,drug
4938,person
4939,drug
4940,person
4941,drug
4942,company
4943,movie
4944,place
4945,place
4946,person
4947,movie
4948,company
4949,drug
4950,place
4951,person
4952,drug
4953,person
4954,drug
4955,drug
4956,movie
4957,person
4958,movie
4959,person
4960,movie
4961,place
4962,person
4963,drug
4964,company
4965,company
4966,person
4967,movie
4968,drug
4969,movie
4970,person
4971,movie
4972,movie
4973,drug
4974,company
4975,movie
4976,movie
4977,movie
4978,place
4979,place
4980,movie
4981,person
4982,drug
4983,person
4984,drug
4985,person
4986,drug
4987,movie
4988,person
4989,company
4990,drug
4991,drug
4992,person
4993,place
4994,company
4995,movie
4996,person
4997,person
4998,company
4999,person
5000,movie
5001,drug
5002,person
5003,movie
5004,drug
5005,drug
5006,person
5007,person
5008,drug
5009,drug
5010,drug
5011,company
5012,drug
5013,drug
5014,movie
5015,movie
5016,movie
5017,company
5018,person
5019,drug
5020,drug
5021,movie
5022,drug
5023,drug
5024,drug
5025,movie
5026,person
5027,person
5028,place
5029,drug
5030,company
5031,place
5032,movie
5033,movie
5034,drug
5035,person
5036,place
5037,place
5038,place
5039,movie
5040,movie
5041,place
5042,movie
5043,person
5044,drug
5045,drug
5046,drug
5047,person
5048,movie
5049,drug
5050,movie
5051,drug
5052,drug
5053,movie
5054,person
5055,drug
5056,place
5057,movie
5058,movie
5059,company
5060,movie
5061,company
5062,place
5063,movie
5064,drug
5065,place
5066,place
5067,drug
5068,place
5069,movie
5070,place
5071,place
5072,place
5073,company
5074,person
5075,person
5076,drug
5077,person
5078,drug
5079,movie
5080,movie
5081,movie
5082,drug
5083,person
5084,movie
5085,person
5086,person
5087,person
5088,place
5089,movie
5090,company
5091,drug
5092,drug
5093,place
5094,place
5095,person
5096,person
5097,movie
5098,movie
5099,person
5100,drug
5101,person
5102,drug
5103,place
5104,movie
5105,person
5106,movie
5107,person
5108,movie
5109,person
5110,company
5111,movie
5112,movie
5113,drug
5114,place
5115,drug
5116,company
5117,place
5118,drug
5119,movie
5120,movie
5121,drug
5122,place
5123,company
5124,place
5125,person
5126,drug
5127,movie
5128,place
5129,movie
5130,place
5131,company
5132,person
5133,drug
5134,person
5135,person
5136,drug
5137,person
5138,place
5139,drug
5140,drug
5141,drug
5142,place
5143,movie
5144,movie
5145,movie
5146,person
5147,drug
5148,person
5149,movie
5150,drug
5151,place
5152,drug
5153,drug
5154,drug
5155,person
5156,place
5157,place
5158,movie
5159,movie
5160,person
5161,movie
5162,person
5163,movie
5164,person
5165,movie
5166,person
5167,movie
5168,movie
5169,company
5170,company
5171,drug
5172,drug
5173,movie
5174,company
5175,place
5176,person
5177,company
5178,movie
5179,person
5180,place
5181,drug
5182,company
5183,person
5184,movie
5185,person
5186,place
5187,place
5188,movie
5189,movie
5190,movie
5191,movie
5192,company
5193,person
5194,drug
5195,place
5196,company
5197,person
5198,person
5199,movie
5200,movie
5201,movie
5202,company
5203,person
5204,drug
5205,person
5206,company
5207,drug
5208,company
5209,place
5210,person
5211,drug
5212,person
5213,person
5214,movie
5215,movie
5216,drug
5217,drug
5218,movie
5219,place
5220,movie
5221,movie
5222,place
5223,place
5224,movie
5225,place
5226,company
5227,place
5228,movie
5229,place
5230,place
5231,movie
5232,drug
5233,place
5234,movie
5235,place
5236,company
5237,person
5238,movie
5239,place
5240,company
5241,place
5242,movie
5243,person
5244,company
5245,drug
5246,drug
5247,movie
5248,person
5249,place
5250,movie
5251,movie
5252,drug
5253,place
5254,person
5255,movie
5256,movie
5257,movie
5258,drug
5259,movie
5260,drug
5261,movie
5262,company
5263,drug
5264,company
5265,movie
5266,drug
5267,person
5268,movie
5269,movie
5270,movie
5271,movie
5272,person
5273,person
5274,movie
5275,person
5276,drug
5277,movie
5278,movie
5279,person
5280,movie
5281,drug
5282,movie
5283,movie
5284,movie
5285,company
5286,drug
5287,company
5288,movie
5289,drug
5290,place
5291,place
5292,movie
5293,movie
5294,place
5295,movie
5296,movie
5297,movie
5298,drug
5299,person
5300,drug
5301,drug
5302,drug
5303,place
5304,place
5305,company
5306,movie
5307,company
5308,movie
5309,place
5310,company
5311,movie
5312,drug
5313,drug
5314,place
5315,person
5316,drug
5317,company
5318,person
5319,company
5320,place
5321,person
5322,place
5323,movie
5324,company
5325,company
5326,company
5327,drug
5328,company
5329,company
5330,company
5331,movie
5332,drug
5333,drug
5334,drug
5335,movie
5336,movie
5337,movie
5338,place
5339,person
5340,drug
5341,movie
5342,place
5343,movie
5344,drug
5345,movie
5346,company
5347,movie
5348,movie
5349,person
5350,movie
5351,movie
5352,person
5353,place
5354,movie
5355,movie
5356,place
5357,drug
5358,person
5359,drug
5360,company
5361,person
5362,person
5363,place
5364,place
5365,person
5366,person
5367,movie
5368,person
5369,movie
5370,movie
5371,drug
5372,person
5373,place
5374,place
5375,drug
5376,place
5377,movie
5378,drug
5379,person
5380,company
5381,person
5382,drug
5383,place
5384,drug
5385,movie
5386,company
5387,drug
5388,person
5389,place
5390,person
5391,place
5392,place
5393,person
5394,company
5395,drug
5396,place
5397,movie
5398,company
5399,company
5400,company
5401,person
5402,movie
5403,movie
5404,place
5405,movie
5406,place
5407,place
5408,person
5409,drug
5410,movie
5411,movie
5412,company
5413,movie
5414,movie
5415,drug
5416,movie
5417,company
5418,movie
5419,place
5420,movie
5421,drug
5422,person
5423,drug
5424,movie
5425,place
5426,movie
5427,person
5428,movie
5429,drug
5430,movie
5431,movie
5432,drug
5433,company
5434,person
5435,movie
5436,person
5437,movie
5438,place
5439,company
5440,person
5441,person
5442,person
5443,place
5444,drug
5445,drug
5446,movie
5447,person
5448,drug
5449,movie
5450,drug
5451,person
5452,person
5453,movie
5454,drug
5455,drug
5456,place
5457,drug
5458,person
5459,person
5460,person
5461,movie
5462,drug
5463,movie
5464,movie
5465,person
5466,person
5467,place
5468,place
5469,drug
5470,person
5471,drug
5472,drug
5473,drug
5474,drug
5475,movie
5476,person
5477,movie
5478,person
5479,place
5480,movie
5481,movie
5482,person
5483,movie
5484,person
5485,place
5486,company
5487,movie
5488,company
5489,movie
5490,drug
5491,movie
5492,drug
5493,movie
5494,company
5495,person
5496,movie
5497,company
5498,person
5499,drug
5500,movie
5501,movie
5502,drug
5503,drug
5504,movie
5505,movie
5506,movie
5507,movie
5508,place
5509,drug
5510,movie
5511,movie
5512,movie
5513,drug
5514,company
5515,company
5516,person
5517,drug
5518,movie
5519,place
5520,movie
5521,drug
5522,place
5523,drug
5524,drug
5525,person
5526,place
5527,company
5528,company
5529,person
5530,place
5531,movie
5532,movie
5533,movie
5534,drug
5535,movie
5536,movie
5537,movie
5538,drug
5539,movie
5540,drug
5541,movie
5542,drug
5543,place
5544,place
5545,place
5546,drug
5547,person
5548,person
5549,movie
5550,movie
5551,person
5552,movie
5553,movie
5554,movie
5555,person
5556,company
5557,place
5558,place
5559,company
5560,drug
5561,place
5562,person
5563,company
5564,movie
5565,drug
5566,drug
5567,place
5568,movie
5569,person
5570,company
5571,movie
5572,drug
5573,place
5574,movie
5575,company
5576,place
5577,movie
5578,drug
5579,person
5580,person
5581,person
5582,place
5583,person
5584,movie
5585,drug
5586,movie
5587,company
5588,movie
5589,place
5590,movie
5591,drug
5592,movie
5593,drug
5594,drug
5595,company
5596,person
5597,company
5598,movie
5599,place
5600,company
5601,drug
5602,movie
5603,person
5604,movie
5605,place
5606,drug
5607,movie
5608,movie
5609,person
5610,person
5611,company
5612,movie
5613,company
5614,movie
5615,drug
5616,person
5617,place
5618,place
5619,place
5620,person
5621,place
5622,movie
5623,place
5624,person
5625,movie
5626,movie
5627,drug
5628,movie
5629,drug
5630,company
5631,place
5632,company
5633,drug
5634,movie
5635,movie
5636,drug
5637,place
5638,person
5639,drug
5640,movie
5641,drug
5642,company
5643,person
5644,drug
5645,company
5646,movie
5647,company
5648,person
5649,drug
5650,drug
5651,person
5652,drug
5653,movie
5654,company
5655,place
5656,movie
5657,company
5658,drug
5659,movie
5660,company
5661,drug
5662,movie
5663,drug
5664,person
5665,movie
5666,drug
5667,drug
5668,movie
5669,movie
5670,movie
5671,movie
5672,movie
5673,movie
5674,movie
5675,drug
5676,person
5677,person
5678,movie
5679,place
5680,drug
5681,company
5682,person
5683,movie
5684,movie
5685,movie
5686,drug
5687,drug
5688,drug
5689,drug
5690,drug
5691,place
5692,drug
5693,company
5694,movie
5695,place
5696,movie
5697,movie
5698,movie
5699,place
5700,movie
5701,drug
5702,movie
5703,movie
5704,person
5705,drug
5706,company
5707,person
5708,place
5709,place
5710,movie
5711,drug
5712,movie
5713,drug
5714,drug
5715,movie
5716,drug
5717,movie
5718,person
5719,company
5720,company
5721,drug
5722,drug
5723,movie
5724,company
5725,place
5726,movie
5727,drug
5728,movie
5729,movie
5730,movie
5731,company
5732,place
5733,drug
5734,movie
5735,place
5736,place
5737,movie
5738,movie
5739,movie
5740,place
5741,person
5742,movie
5743,movie
5744,movie
5745,person
5746,drug
5747,movie
5748,movie
5749,person
5750,place
5751,place
5752,movie
5753,person
5754,movie
5755,company
5756,movie
5757,movie
5758,movie
5759,place
5760,movie
5761,person
5762,place
5763,place
5764,company
5765,person
5766,drug
5767,drug
5768,movie
5769,place
5770,person
5771,company
5772,drug
5773,movie
5774,person
5775,company
5776,person
5777,movie
5778,movie
5779,place
5780,movie
5781,company
5782,company
5783,movie
5784,movie
5785,drug
5786,company
5787,company
5788,movie
5789,movie
5790,movie
5791,person
5792,drug
5793,person
5794,drug
5795,place
5796,person
5797,company
5798,drug
5799,place
5800,movie
5801,movie
5802,company
5803,place
5804,company
5805,place
5806,place
5807,person
5808,person
5809,movie
5810,movie
5811,movie
5812,movie
5813,person
5814,movie
5815,drug
5816,movie
5817,company
5818,person
5819,movie
5820,place
5821,movie
5822,movie
5823,movie
5824,drug
5825,drug
5826,place
5827,person
5828,movie
5829,movie
5830,movie
5831,drug
5832,place
5833,person
5834,movie
5835,person
5836,person
5837,drug
5838,movie
5839,place
5840,movie
5841,person
5842,place
5843,drug
5844,company
5845,person
5846,drug
5847,place
5848,drug
5849,movie
5850,drug
5851,person
5852,person
5853,place
5854,person
5855,movie
5856,place
5857,drug
5858,movie
5859,movie
5860,place
5861,person
5862,company
5863,movie
5864,company
5865,company
5866,person
5867,movie
5868,place
5869,drug
5870,place
5871,drug
5872,person
5873,person
5874,person
5875,movie
5876,movie
5877,movie
5878,person
5879,drug
5880,place
5881,movie
5882,place
5883,drug
5884,movie
5885,movie
5886,movie
5887,place
5888,movie
5889,drug
5890,person
5891,movie
5892,place
5893,movie
5894,movie
5895,person
5896,person
5897,movie
5898,company
5899,movie
5900,place
5901,drug
5902,movie
5903,movie
5904,drug
5905,person
5906,company
5907,movie
5908,drug
5909,movie
5910,place
5911,place
5912,movie
5913,company
5914,person
5915,movie
5916,place
5917,drug
5918,drug
5919,place
5920,place
5921,drug
5922,movie
5923,person
5924,person
5925,drug
5926,person
5927,company
5928,drug
5929,movie
5930,movie
5931,movie
5932,movie
5933,company
5934,person
5935,drug
5936,person
5937,place
5938,place
5939,place
5940,movie
5941,drug
5942,movie
5943,movie
5944,movie
5945,place
5946,place
5947,drug
5948,drug
5949,drug
5950,person
5951,place
5952,person
5953,person
5954,place
5955,company
5956,movie
5957,drug
5958,movie
5959,movie
5960,movie
5961,drug
5962,place
5963,movie
5964,movie
5965,place
5966,movie
5967,person
5968,drug
5969,person
5970,drug
5971,movie
5972,movie
5973,movie
5974,person
5975,person
5976,place
5977,drug
5978,place
5979,company
5980,person
5981,company
5982,movie
5983,drug
5984,company
5985,place
5986,drug
5987,movie
5988,company
5989,company
5990,drug
5991,movie
5992,person
5993,drug
5994,movie
5995,movie
5996,drug
5997,person
5998,movie
5999,person
6000,drug
6001,movie
6002,drug
6003,movie
6004,drug
6005,movie
6006,movie
6007,person
6008,place
6009,place
6010,drug
6011,person
6012,movie
6013,movie
6014,movie
6015,drug
6016,drug
6017,movie
6018,movie
6019,movie
6020,drug
6021,person
6022,place
6023,place
6024,movie
6025,movie
6026,drug
6027,place
6028,drug
6029,place
6030,place
6031,person
6032,place
6033,company
6034,movie
6035,movie
6036,movie
6037,person
6038,drug
6039,place
6040,place
6041,place
6042,person
6043,drug
6044,drug
6045,company
6046,drug
6047,place
6048,place
6049,company
6050,drug
6051,place
6052,person
6053,movie
6054,company
6055,place
6056,movie
6057,drug
6058,company
6059,place
6060,person
6061,movie
6062,drug
6063,movie
6064,movie
6065,movie
6066,drug
6067,movie
6068,drug
6069,movie
6070,company
6071,place
6072,person
6073,movie
6074,drug
6075,drug
6076,person
6077,company
6078,person
6079,movie
6080,movie
6081,company
6082,person
6083,movie
6084,movie
6085,drug
6086,place
6087,movie
6088,person
6089,person
6090,company
6091,place
6092,drug
6093,company
6094,drug
6095,movie
6096,drug
6097,drug
6098,person
6099,drug
6100,place
6101,drug
6102,place
6103,drug
6104,movie
6105,movie
6106,person
6107,person
6108,place
6109,drug
6110,movie
6111,company
6112,person
6113,company
6114,movie
6115,place
6116,place
6117,place
6118,movie
6119,movie
6120,place
6121,movie
6122,movie
6123,drug
6124,company
6125,drug
6126,place
6127,company
6128,drug
6129,drug
6130,place
6131,movie
6132,movie
6133,company
6134,place
6135,company
6136,movie
6137,place
6138,movie
6139,drug
6140,movie
6141,movie
6142,drug
6143,place
6144,movie
6145,movie
6146,person
6147,company
6148,movie
6149,person
6150,person
6151,company
6152,place
6153,drug
6154,company
6155,movie
6156,movie
6157,drug
6158,company
6159,person
6160,company
6161,company
6162,person
6163,drug
6164,place
6165,company
6166,person
6167,movie
6168,place
6169,movie
6170,drug
6171,drug
6172,movie
6173,person
6174,drug
6175,movie
6176,place
6177,drug
6178,place
6179,person
6180,place
6181,movie
6182,company
6183,company
6184,drug
6185,place
6186,person
6187,person
6188,movie
6189,person
6190,person
6191,movie
6192,drug
6193,movie
6194,drug
6195,drug
6196,movie
6197,movie
6198,place
6199,movie
6200,movie
6201,place
6202,person
6203,place
6204,place
6205,movie
6206,drug
6207,company
6208,drug
6209,person
6210,drug
6211,person
6212,drug
6213,movie
6214,person
6215,drug
6216,company
6217,drug
6218,movie
6219,person
6220,drug
6221,drug
6222,movie
6223,person
6224,movie
6225,company
6226,movie
6227,movie
6228,movie
6229,company
6230,person
6231,drug
6232,movie
6233,place
6234,movie
6235,drug
6236,place
6237,movie
6238,drug
6239,movie
6240,movie
6241,movie
6242,movie
6243,place
6244,movie
6245,person
6246,movie
6247,company
6248,company
6249,drug
6250,drug
6251,movie
6252,movie
6253,person
6254,drug
6255,movie
6256,drug
6257,person
6258,person
6259,place
6260,company
6261,drug
6262,person
6263,place
6264,movie
6265,movie
6266,place
6267,drug
6268,place
6269,drug
6270,drug
6271,company
6272,company
6273,movie
6274,movie
6275,company
6276,drug
6277,person
6278,person
6279,movie
6280,company
6281,movie
6282,person
6283,place
6284,movie
6285,drug
6286,person
6287,drug
6288,drug
6289,movie
6290,movie
6291,movie
6292,drug
6293,person
6294,drug
6295,place
6296,place
6297,movie
6298,movie
6299,drug
6300,person
6301,person
6302,drug
6303,company
6304,drug
6305,company
6306,movie
6307,drug
6308,drug
6309,drug
6310,movie
6311,movie
6312,movie
6313,place
6314,drug
6315,drug
6316,drug
6317,person
6318,drug
6319,person
6320,company
6321,person
6322,drug
6323,movie
6324,person
6325,person
6326,drug
6327,person
6328,movie
6329,person
6330,movie
6331,person
6332,company
6333,drug
6334,place
6335,company
6336,drug
6337,company
6338,drug
6339,company
6340,movie
6341,person
6342,movie
6343,place
6344,movie
6345,company
6346,place
6347,person
6348,movie
6349,place
6350,movie
6351,company
6352,movie
6353,drug
6354,company
6355,place
6356,drug
6357,person
6358,person
6359,drug
6360,place
6361,company
6362,movie
6363,person
6364,person
6365,drug
6366,place
6367,place
6368,drug
6369,movie
6370,drug
6371,company
6372,place
6373,place
6374,movie
6375,movie
6376,movie
6377,movie
6378,person
6379,drug
6380,company
6381,company
6382,movie
6383,drug
6384,place
6385,person
6386,movie
6387,person
6388,drug
6389,place
6390,drug
6391,person
6392,person
6393,movie
6394,drug
6395,person
6396,drug
6397,company
6398,person
6399,movie
6400,movie
6401,movie
6402,place
6403,movie
6404,place
6405,movie
6406,place
6407,drug
6408,drug
6409,person
6410,movie
6411,movie
6412,company
6413,person
6414,person
6415,person
6416,drug
6417,place
6418,person
6419,person
6420,movie
6421,company
6422,movie
6423,movie
6424,place
6425,movie
6426,movie
6427,company
6428,drug
6429,person
6430,drug
6431,place
6432,movie
6433,movie
6434,movie
6435,movie
6436,place
6437,person
6438,person
6439,person
6440,movie
6441,movie
6442,place
6443,place
6444,place
6445,place
6446,place
6447,place
6448,movie
6449,place
6450,drug
6451,movie
6452,place
6453,movie
6454,place
6455,movie
6456,company
6457,movie
6458,drug
6459,drug
6460,place
6461,drug
6462,person
6463,person
6464,place
6465,movie
6466,drug
6467,person
6468,movie
6469,place
6470,person
6471,movie
6472,drug
6473,drug
6474,movie
6475,place
6476,movie
6477,place
6478,person
6479,company
6480,person
6481,company
6482,person
6483,drug
6484,place
6485,person
6486,drug
6487,person
6488,place
6489,movie
6490,place
6491,company
6492,movie
6493,person
6494,person
6495,drug
6496,drug
6497,movie
6498,company
6499,person
6500,drug
6501,person
6502,drug
6503,person
6504,movie
6505,movie
6506,drug
6507,movie
6508,person
6509,movie
6510,drug
6511,movie
6512,drug
6513,place
6514,drug
6515,drug
6516,movie
6517,place
6518,place
6519,place
6520,movie
6521,company
6522,drug
6523,place
6524,company
6525,place
6526,place
6527,movie
6528,person
6529,movie
6530,drug
6531,place
6532,drug
6533,place
6534,person
6535,person
6536,company
6537,place
6538,place
6539,movie
6540,place
6541,drug
6542,drug
6543,movie
6544,company
6545,person
6546,company
6547,drug
6548,movie
6549,drug
6550,movie
6551,person
6552,movie
6553,drug
6554,movie
6555,place
6556,drug
6557,movie
6558,place
6559,drug
6560,place
6561,drug
6562,person
6563,movie
6564,person
6565,person
6566,movie
6567,person
6568,movie
6569,place
6570,movie
6571,movie
6572,place
6573,movie
6574,company
6575,drug
6576,person
6577,movie
6578,movie
6579,person
6580,person
6581,company
6582,place
6583,person
6584,drug
6585,movie
6586,person
6587,drug
6588,person
6589,place
6590,movie
6591,person
6592,person
6593,movie
6594,movie
6595,place
6596,company
6597,drug
6598,movie
6599,movie
6600,place
6601,company
6602,movie
6603,place
6604,movie
6605,movie
6606,person
6607,movie
6608,place
6609,drug
6610,drug
6611,company
6612,company
6613,movie
6614,place
6615,place
6616,place
6617,movie
6618,person
6619,company
6620,place
6621,place
6622,person
6623,movie
6624,movie
6625,place
6626,drug
6627,movie
6628,person
6629,drug
6630,place
6631,movie
6632,company
6633,movie
6634,drug
6635,drug
6636,person
6637,movie
6638,drug
6639,person
6640,movie
6641,place
6642,drug
6643,drug
6644,movie
6645,drug
6646,drug
6647,person
6648,movie
6649,company
6650,movie
6651,drug
6652,place
6653,drug
6654,drug
6655,drug
6656,drug
6657,company
6658,movie
6659,movie
6660,place
6661,place
6662,place
6663,movie
6664,place
6665,person
6666,company
6667,drug
6668,movie
6669,drug
6670,drug
6671,movie
6672,place
6673,drug
6674,company
6675,movie
6676,drug
6677,drug
6678,movie
6679,drug
6680,movie
6681,drug
6682,person
6683,company
6684,drug
6685,drug
6686,company
6687,person
6688,company
6689,person
6690,place
6691,person
6692,person
6693,person
6694,company
6695,drug
6696,movie
6697,place
6698,person
6699,movie
6700,company
6701,drug
6702,drug
6703,place
6704,drug
6705,movie
6706,movie
6707,person
6708,person
6709,drug
6710,person
6711,person
6712,company
6713,movie
6714,place
6715,movie
6716,drug
6717,company
6718,drug
6719,place
6720,drug
6721,movie
6722,drug
6723,drug
6724,movie
6725,movie
6726,movie
6727,movie
6728,company
6729,company
6730,drug
6731,person
6732,person
6733,person
6734,place
6735,person
6736,movie
6737,company
6738,place
6739,place
6740,drug
6741,person
6742,movie
6743,movie
6744,person
6745,person
6746,movie
6747,movie
6748,drug
6749,movie
6750,place
6751,movie
6752,movie
6753,place
6754,drug
6755,movie
6756,movie
6757,movie
6758,company
6759,place
6760,drug
6761,movie
6762,place
6763,movie
6764,drug
6765,movie
6766,movie
6767,drug
6768,drug
6769,movie
6770,person
6771,drug
6772,place
6773,company
6774,drug
6775,person
6776,movie
6777,person
6778,drug
6779,drug
6780,place
6781,person
6782,movie
6783,drug
6784,movie
6785,person
6786,place
6787,company
6788,drug
6789,movie
6790,company
6791,movie
6792,company
6793,movie
6794,movie
6795,movie
6796,person
6797,drug
6798,person
6799,company
6800,person
6801,drug
6802,place
6803,drug
6804,drug
6805,person
6806,person
6807,company
6808,drug
6809,movie
6810,movie
6811,movie
6812,movie
6813,person
6814,person
6815,drug
6816,drug
6817,company
6818,person
6819,drug
6820,drug
6821,movie
6822,drug
6823,person
6824,drug
6825,movie
6826,movie
6827,person
6828,place
6829,person
6830,drug
6831,company
6832,company
6833,place
6834,place
6835,place
6836,drug
6837,person
6838,movie
6839,movie
6840,company
6841,drug
6842,drug
6843,drug
6844,person
6845,company
6846,place
6847,drug
6848,company
6849,drug
6850,drug
6851,person
6852,drug
6853,company
6854,drug
6855,person
6856,movie
6857,movie
6858,place
6859,movie
6860,movie
6861,movie
6862,person
6863,company
6864,person
6865,person
6866,person
6867,place
6868,place
6869,company
6870,movie
6871,company
6872,place
6873,place
6874,company
6875,place
6876,place
6877,place
6878,movie
6879,drug
6880,place
6881,person
6882,movie
6883,movie
6884,movie
6885,person
6886,drug
6887,company
6888,movie
6889,person
6890,company
6891,place
6892,drug
6893,person
6894,movie
6895,person
6896,place
6897,place
6898,place
6899,person
6900,place
6901,drug
6902,company
6903,movie
6904,person
6905,company
6906,movie
6907,movie
6908,place
6909,drug
6910,movie
6911,movie
6912,place
